individual_id,time_point_id,reward
1,1,601.0736226622454
2,1,630.7546704262544
3,1,243.04746995204104
4,1,-202.1982636643921
5,1,-312.0230741537566
6,1,27.446944328038068
7,1,504.5014875569663
8,1,664.71004734946
9,1,378.87493817344745
10,1,-130.13513842899724
11,1,-325.404605267369
12,1,-97.16102215530101
13,1,368.84687102032655
14,1,664.7731064579642
15,1,498.2944605029463
16,1,26.293810687744568
17,1,-300.12904891983203
18,1,-206.03515606430332
19,1,260.813790942343
20,1,631.7426839694739
21,1,595.966816443075
22,1,154.4194602953429
23,1,-255.59495000295806
24,1,-278.78731635313096
25,1,107.49306825463097
26,1,540.7246280742905
27,1,641.9934028647966
28,1,310.4233534922373
29,1,-153.26814442034848
30,1,-327.6202986861988
31,1,-27.072521116104376
32,1,460.7338622061569
33,1,675.7817862811321
34,1,442.374508806368
35,1,-50.62743461504533
36,1,-334.91136823390104
37,1,-158.97397394840527
38,1,312.7042491664983
39,1,645.6559781152134
40,1,545.7121761188805
1,2,129.73732998013958
2,2,169.3332655206612
3,2,-225.42754911448094
4,2,-671.4183789034563
5,2,-787.0522607298157
6,2,-441.46910382917156
7,2,30.785497570860972
8,2,196.17284315157102
9,2,-89.14297595612548
10,2,-575.2895949204496
11,2,-807.2994492061456
12,2,-558.5465082470332
13,2,-98.48393595809223
14,2,202.78225132366973
15,2,18.624995610026772
16,2,-420.80286899031364
17,2,-782.1654012848475
18,2,-670.8616173628994
19,2,-237.04155041343648
20,2,167.5057874249683
21,2,118.13175133910205
22,2,-323.5118036711419
23,2,-727.5054625598981
24,2,-743.5615335888705
25,2,-373.02846714929257
26,2,79.23198580814913
27,2,186.10158864318007
28,2,-177.74335941127637
29,2,-620.2647327559231
30,2,-797.3052685628214
31,2,-506.61183649938204
32,2,-13.407873757156231
33,2,206.4802874901375
34,2,-35.302291576611864
35,2,-515.4972818097343
36,2,-789.7141435246486
37,2,-622.9191416206653
38,2,-147.28682084102368
39,2,174.46970597077922
40,2,64.67295976207751
1,3,-159.1929016324305
2,3,-112.14016323793395
3,3,-516.0177377242101
4,3,-948.8714976231042
