individual_id,time_point_id,reward
1,1,1184.1004433292069
2,1,1217.478680567513
3,1,832.5091121832277
4,1,384.32977596827203
5,1,284.08934061616407
6,1,622.6506073424921
7,1,1090.2796086769117
8,1,1258.0950573482144
9,1,968.4488542751868
10,1,492.0614521521529
11,1,262.6347869209203
12,1,494.98642644530815
13,1,971.7179970525561
14,1,1257.5953613067916
15,1,1087.8651944114074
16,1,618.9800672706602
17,1,282.19524953191774
18,1,386.95728084439423
19,1,836.7886736686983
20,1,1220.3998546862579
21,1,1181.8370340991448
22,1,757.6331532476172
23,1,340.2777305444658
24,1,309.0737114106397
25,1,695.6161358690454
26,1,1143.9704984120115
27,1,1241.6749173562919
28,1,897.0025410433583
29,1,430.2252927457736
30,1,268.2673098224386
31,1,560.5995265737813
32,1,1038.149602528218
33,1,1262.4356099839104
34,1,1027.2691825981406
35,1,548.7905083389893
36,1,266.1401746394386
37,1,439.43083379951355
38,1,910.2177795509847
39,1,1243.9821732059438
40,1,1134.5708550353238
1,2,690.2824346312544
2,2,724.2412822615631
3,2,337.36334470679793
4,2,-110.3002399329735
5,2,-208.59028095260567
6,2,127.47347863349854
7,2,594.8693194045377
8,2,764.3789024073546
9,2,474.019313806415
10,2,-1.8187593317922714
11,2,-233.54523782552428
12,2,0.9508166479832304
13,2,475.6347592236388
14,2,763.2603389689572
15,2,594.484091047773
16,2,124.28769011207362
17,2,-212.31284734786317
18,2,-107.38709128970153
19,2,341.0265583513761
20,2,725.9099967431573
21,2,686.8448444102186
22,2,263.30160309370365
23,2,-153.02431514732427
24,2,-185.63838030752555
25,2,200.59178286850877
26,2,649.5541983356026
27,2,747.7941714377628
28,2,401.1227452984917
29,2,-64.55740644336541
30,2,-226.11448104491546
31,2,66.15927249295004
32,2,543.4080410376857
33,2,766.6874830188905
34,2,532.7537679046089
35,2,54.62615068143628
36,2,-229.7624989422279
37,2,-56.665119954506835
38,2,415.0098103716161
39,2,748.8431534094968
40,2,638.9329461426107
1,3,389.74076857769495
2,3,424.66266464518293
3,3,36.38282488830098
4,3,-410.4332190600094
5,3,-509.7666173458111
6,3,-174.09391911558836
7,3,294.4126082451527
8,3,462.43043476157294
9,3,173.93241893191592
10,3,-302.893848951298
11,3,-535.8064180450455
12,3,-299.97459301009377
13,3,176.14300751887103
14,3,462.63496545695125
15,3,295.2169790886586
16,3,-176.63468223673814
17,3,-514.2135638130576
18,3,-406.49866724431735
19,3,39.23702918174606
20,3,424.45838846190253
21,3,384.69877908827004
22,3,-35.805630196247655
23,3,-452.8714769946828
24,3,-485.65804173060724
25,3,-100.42274147798408
26,3,348.87128212341855
27,3,448.2821129407801
28,3,101.8832419887247
29,3,-364.3830972774644
30,3,-526.501721662577
31,3,-233.0479124188433
32,3,243.44449957648925
33,3,465.1177702800499
34,3,232.9454959896948
35,3,-245.5617047777713
36,3,-531.6882641251374
37,3,-357.99156467973586
38,3,114.13884130209767
39,3,448.9878422992586
40,3,337.32515344649926
1,4,547.5551196506217
2,4,581.2426717886754
3,4,193.0643571753737
4,4,-251.4355138518017
5,4,-354.2816448077333
6,4,-17.642744240260125
7,4,453.36406153400003
8,4,619.3838196666519
9,4,331.38974851533294
10,4,-145.45616729625075
11,4,-378.96979330859705
12,4,-142.02525928369434
13,4,334.8296820615016
14,4,619.67872727123
15,4,453.51181919543745
16,4,-19.37957231398989
17,4,-359.0839980887505
18,4,-250.10106832571375
19,4,196.31587353569083
20,4,581.6884750205875
21,4,542.5679306663923
22,4,123.15376769427586
23,4,-296.5839250314413
24,4,-328.8445424621764
25,4,57.28132422624276
26,4,506.3469089318558
27,4,606.1601221448152
28,4,261.1565741541803
29,4,-206.74550926242063
30,4,-369.573514982166
31,4,-74.84581010611124
32,4,401.7397043910557
33,4,622.7539406902504
34,4,391.61703212039663
35,4,-87.26790985165503
36,4,-374.89923766313206
37,4,-200.8615209949951
38,4,271.1706315517793
39,4,605.9995304991983
40,4,494.52392630517915
1,5,1007.1080878968338
2,5,1039.278212511275
3,5,653.6842169903806
4,5,208.86854637730522
5,5,104.46479575384697
6,5,442.45587718705036
7,5,915.1780896940495
8,5,1079.757944795359
9,5,790.8486796930592
10,5,313.75004229619225
11,5,80.73493471690655
12,5,317.7262233473257
13,5,793.3055337493747
14,5,1079.6937244813028
15,5,911.8715793549621
16,5,441.97377067636745
17,5,99.3506537129847
18,5,206.74551235740245
19,5,657.2361159801234
20,5,1040.2886302551865
21,5,1002.4495532966012
22,5,584.1581617829116
23,5,161.19418844781237
24,5,130.76894777191737
25,5,516.0159165736032
26,5,965.4444723913762
27,5,1066.3067430756998
28,5,720.7892929830041
29,5,253.64906634475386
30,5,89.61457939532285
31,5,384.09712782608057
32,5,861.9415474355689
33,5,1083.1070763337168
34,5,852.8122457927695
35,5,372.91537824818573
36,5,86.11175930969904
37,5,258.2297681244953
38,5,729.9657731487557
39,5,1063.5448006060878
40,5,954.7249966454804
1,6,1336.572881793417
2,6,1369.1872016240247
3,6,985.1039080884484
4,6,538.6861803085376
5,6,434.1744726454388
6,6,773.1453549024462
7,6,1246.8496859798788
8,6,1409.8864305598668
9,6,1121.5439728268511
10,6,644.5636803181047
11,6,411.52226995888276
12,6,646.1736783555904
