individual_id,time_point_id,reward
1,1,1184.4689053782822
2,1,1218.2744877659936
3,1,832.9899661261355
4,1,384.8603634936844
5,1,282.98878081886267
6,1,622.473209408789
7,1,1090.9501228637203
8,1,1257.6325159931612
9,1,968.1673969801825
10,1,489.7070827999075
11,1,263.0326177723995
12,1,493.62209557500125
13,1,973.0889182318252
14,1,1258.8620721442444
15,1,1087.3337678254134
16,1,620.067173561019
17,1,282.8837825693051
18,1,387.70983883179184
19,1,838.3297727728107
20,1,1220.5646326435174
21,1,1181.016892460733
22,1,758.080202593963
23,1,339.0156942916154
24,1,309.73303800322236
25,1,695.6974522859884
26,1,1143.0387453914318
27,1,1240.207680148672
28,1,898.4886228677725
29,1,430.4145698815571
30,1,268.6358923352668
31,1,561.4740820863484
32,1,1038.44103906509
33,1,1262.8359655113748
34,1,1026.3533091775566
35,1,549.1366866200455
36,1,267.80021365713725
37,1,440.3441411389784
38,1,911.4966654042047
39,1,1243.6110316657957
40,1,1134.5141506003883
1,2,690.1826874364664
2,2,724.850393751852
3,2,338.50697386545613
4,2,-110.17459629915543
5,2,-211.52775398587082
6,2,127.47594306449221
7,2,595.0954338030914
8,2,764.1449153690379
9,2,472.3897123101648
10,2,-5.306497106366736
11,2,-231.1043850697343
12,2,-1.9123883115542792
13,2,479.00755018285315
14,2,765.0002271358063
15,2,592.0270960898014
16,2,126.13192048324754
17,2,-209.85736253371184
18,2,-106.66765989895917
19,2,344.95322106799887
20,2,727.5512231091708
21,2,686.0593880950317
22,2,263.926687497272
23,2,-154.68468214395014
24,2,-185.634192102909
25,2,199.78703898056628
26,2,647.8386896942789
27,2,743.7109706613392
28,2,404.30919843317315
29,2,-64.16626994322719
30,2,-225.6235543930525
31,2,66.62973935677707
32,2,543.6170105200811
33,2,767.9215561208354
34,2,530.8832290503667
35,2,55.16106190725247
36,2,-226.17980684354018
37,2,-55.14687516649267
38,2,417.0978406297179
39,2,748.6023584782927
40,2,639.0901704378322
1,3,388.4416225847287
2,3,422.26580593577205
3,3,37.65782609645827
4,3,-411.6661469825686
5,3,-511.7508164499413
6,3,-173.48521475722706
7,3,294.26256280198174
8,3,464.56798296439655
9,3,171.95646501629474
10,3,-305.6559602368367
11,3,-531.584758988207
12,3,-301.4882004547252
13,3,177.9651066901877
14,3,464.41208561386316
15,3,291.69879830845787
16,3,-175.6566481881926
17,3,-509.97803709898756
18,3,-406.7146983671534
19,3,46.004811693791055
