individual_id,time_point_id,reward
1,1,718.8866453380217
2,1,756.799866346913
3,1,373.71115696400494
4,1,-75.25009471989462
5,1,-173.31098439749994
6,1,167.4434038346057
7,1,632.6444522934606
8,1,795.8302762457706
9,1,508.2103955549449
10,1,30.140597489385264
11,1,-198.8439503412803
12,1,31.8646939338521
13,1,511.2346713473967
14,1,791.4548307814978
15,1,632.2950730126262
16,1,163.19949460153643
17,1,-165.54759300570893
18,1,-73.34247045176748
19,1,379.089757765549
20,1,754.6237782978882
21,1,726.4789722021007
22,1,300.72549828887065
23,1,-118.95904915351589
24,1,-141.63802806924252
25,1,226.97527788518167
26,1,686.4303781738705
27,1,789.3391171363147
28,1,443.60404708799894
29,1,-26.66578917241405
30,1,-188.8646591123617
31,1,100.13233027253811
32,1,577.8644935549158
33,1,808.1070829876968
34,1,567.6924959940796
35,1,87.05981818599356
36,1,-190.73827378748615
37,1,-18.61791374442977
38,1,459.3354422887642
39,1,782.0488460761082
40,1,670.7077331737429
1,2,240.662074130378
2,2,278.5752951392695
3,2,-104.51341424363693
4,2,-553.4746659275385
5,2,-651.5355556051438
6,2,-310.78116737303134
7,2,154.41988108582305
8,2,317.60570503811584
9,2,29.985824347306853
10,2,-448.0839737182531
11,2,-677.0685215489151
12,2,-446.3598772737859
13,2,33.01010013974923
14,2,313.23025957386517
15,2,154.0705018049883
16,2,-315.0250766061024
17,2,-643.77216421335
18,2,-551.5670416594148
19,2,-99.13481344209556
20,2,276.3992070902439
21,2,248.25440099445782
22,2,-177.4990729187741
23,2,-597.1836203611604
24,2,-619.8625992768857
25,2,-251.2492933224561
26,2,208.20580696623279
27,2,311.1145459286806
28,2,-34.62052411963677
29,2,-504.8903603800492
30,2,-667.0892303200011
31,2,-378.09224093510636
32,2,99.6399223472751
33,2,329.88251178006317
34,2,89.4679247864396
35,2,-391.16475302164235
36,2,-668.9628449951298
37,2,-496.8424849520701
38,2,-18.889128918878434
39,2,303.8242748684739
40,2,192.48316196610332
1,3,-46.26075589627479
2,3,-8.347534887381926
3,3,-391.43624427028465
4,3,-840.3974959541808
5,3,-938.458385631802
6,3,-597.7039973996914
7,3,-132.5029489408296
8,3,30.682875011468045
9,3,-256.93700567934394
10,3,-735.0068037449066
11,3,-963.9913515755642
12,3,-733.2827073004439
13,3,-253.91272988690062
14,3,26.30742954721265
15,3,-132.85232822166518
16,3,-601.9479066327565
17,3,-930.6949942399883
18,3,-838.4898716860611
19,3,-386.057643468745
20,3,-10.523622936408788
21,3,-38.668429032194865
22,3,-464.42190294542075
23,3,-884.1064503878122
24,3,-906.7854293035239
25,3,-538.1721233491082
26,3,-78.7170230604214
27,3,24.191715902028907
28,3,-321.54335414628804
29,3,-791.8131904067095
30,3,-954.012060346666
31,3,-665.0150709617543
32,3,-187.28290767937605
33,3,42.95968175341097
34,3,-197.4549052402092
35,3,-678.0875830483011
