individual_id,time_point_id,reward
1,1,1132.7989946560351
2,1,1167.6904828778681
3,1,778.6075569757121
4,1,329.1079134799266
5,1,227.04969269007628
6,1,571.6317085492371
7,1,1034.393552531491
8,1,1201.5146250745495
9,1,914.0728301965064
10,1,428.5242135188111
11,1,207.8765553841579
12,1,437.04541731085095
13,1,921.0034247654788
14,1,1207.7509764332456
15,1,1036.5829361598041
16,1,572.0413256233686
17,1,228.48674736853
18,1,338.4283305219161
19,1,784.4201930658099
20,1,1162.8369603499123
21,1,1130.2064278445846
22,1,705.0206805481254
23,1,281.81269126908313
24,1,255.3426671072256
25,1,641.4868337947464
26,1,1089.5332296749364
27,1,1184.3559982846507
28,1,841.1432779448617
29,1,375.73576002013215
30,1,216.93885760672845
31,1,507.7736167683809
32,1,984.512244266659
33,1,1207.5159083064516
34,1,973.4048446722567
35,1,493.5420381648265
36,1,209.98763946075934
37,1,385.60465546515786
38,1,857.645473914151
39,1,1190.927951869101
40,1,1086.552511278039
1,2,535.8257051282454
2,2,575.5170743429898
3,2,176.60675603068697
4,2,-260.6427990626914
5,2,-377.47693430923624
6,2,-21.61125656113977
7,2,428.52565300061644
8,2,603.9761728776148
9,2,317.83544380904414
10,2,-179.49140024028557
11,2,-397.0496392524033
12,2,-166.40502098954616
13,2,324.76120723387595
14,2,604.988491969732
15,2,435.6211698902496
16,2,-21.62166923204201
17,2,-374.2846186890871
18,2,-257.30754331722903
19,2,178.72660171639737
20,2,565.2485196091734
21,2,532.8699832009333
22,2,107.47259304173828
23,2,-317.11061927050224
24,2,-334.8856544713269
25,2,39.798792512958784
26,2,488.7445539333568
27,2,587.0577204891157
28,2,245.22786857508305
29,2,-219.01457289638535
30,2,-379.73825297530266
31,2,-82.93582180902504
32,2,391.86457917536075
33,2,611.2236635732918
34,2,383.2512342022761
35,2,-108.95086308037263
36,2,-392.49722801759106
37,2,-218.566527574429
38,2,258.7725273616583
39,2,594.7201212912936
40,2,489.0799214164929
1,3,161.40929365136682
2,3,202.97979158566096
3,3,-191.21692033609077
4,3,-626.2091689946749
5,3,-754.4274558314293
6,3,-393.9254766422474
7,3,59.011558779185314
8,3,239.52556295708774
9,3,-49.80819158678341
10,3,-546.7269451278885
11,3,-776.4079177588311
12,3,-543.632940000801
13,3,-53.50182685529077
14,3,224.14282366399107
15,3,56.88721403092106
16,3,-399.8242877984917
17,3,-742.4409942412165
18,3,-628.8625832934324
19,3,-199.17001989487522
20,3,199.60113461387573
21,3,162.10570409014392
22,3,-261.9017149235763
23,3,-685.357146057136
